..3....8..5.1....66....74....8.9..4.7....5....1.6..8.....9...2.....2...8..2...3.4  11.9 11.9 11.3   
.2.4...8......9..6....3.1..2.4....7..7..4.5..8..7.......1...9......6...3.4.5...2.  11.1 01.2 01.2   
.2.4...8......9.......3.5..2..7...6..46.9......8...1....26...7..8..7.3..7....5..1  11.1 01.2 01.2   
.2.4...8......9..1..9.3.5..2.76.....8...7..6..6...4........14..5.......3.4.2...7.  11.1 01.2 01.2   
.2.4...8...7..9..66...7.1.....8...5.3.....6......6.9.17...9...3.4...2.....5......  11.1 01.2 01.2   
.2.4...8...7..9..6.....31..24..9....58..........2...5.....6.9..8..9...7......1..3  11.1 01.2 01.2   
.2.4...8...7......6.....1.5.3...49......98.3....3....2.4.8...9.5...7......1.....6  11.1 01.2 01.2   
.2.4...8...6..9...7.....5....5...6..61..3..4..4..2.........79.....8...3....34...1  11.1 01.2 01.2   
.2.......4...8...6..93..5...95.3.1.....9.....8....5..2..........18..39...6..1..7.  11.1 01.2 01.2   
.2.......4...8...6..93..5....5.3.1.....9.....8....5.92..........18..39...6..1..7.  11.1 01.2 01.2   
.2.4...8...6..91..7.....5..2..3...4......1.....5.6....3..2....8......9...8.....72  11.1 01.2 01.2   
.2.4...8.........6......5....5..3....7.8.....8..74..2..4..7..9....9....1..6..13..  11.1 01.2 01.2   
.2.4...8...6.....37.....5..2.........1..48......9.1.4.3.......7..28...9...5.7.6..  11.1 01.2 01.2   
.2.4...8...6.....37....2......84.9.......5..6....2.81.3..5.7....9........1..9.4..  11.1 01.2 01.2   
.2.4...8..5...9.3.7...3...6....7.6...9.2.......4..5...3...1..6...5...1.7......3..  11.1 01.2 01.2   
.2.4...8..5.......6...7.1.....5....43...9........679......1..9...8.....29....36..  11.1 01.2 01.2   
.2.4...8.4...8...1..9..2...2....8.9...7.6.......5....3.6......78....1.4.....3.5..  11.1 01.2 01.2   
.2.4...8.4..78......9..2...2....8.7....1..6....5.....8........38....7.9.93...4.2.  11.1 01.2 01.2   
.2.4...8.4..7......89..2...2....8.7....1..6....5.....8........38....7.9.93...4.2.  11.1 01.2 01.2   
.2.4...8.4.......6....3...52..9...4..7......1..4..56....28...7.7....3...89...71..  11.1 01.2 01.2   
.2.4...8.........37...31.....1.9.........79...4.5...6....8....6.6...42.8..4....5.  11.1 01.2 01.2   
.2.4...8.........36...7.1....89......9.2.....7...15...3....15....4....9.......3.7  11.1 01.2 01.2   
.2.4...8....1....6..9.3......5......7.....9...1.2....43...7.5...4......8...6...4.  11.1 01.2 01.2   
.2.4..7.9.....91.2.......4...8.3.....1...4.9....5.....3..86.....4...7.2...5.....6  11.1 01.2 01.2   
.2.4..7.9....8....6....2.5.2...9.3....6..7.2..7....8..5.1.....37...4.....6...1.7.  11.1 01.2 01.2   
.2.4..7.......9..6...37....24....3....5....9...6....5.....3.8..8.1..5....7.82....  11.1 01.2 01.2   
.2.4..7.9.......2...9...5.4.1..6......52...4.8....1...3....8..6..29...7.......3..  11.1 01.2 01.2   
.2.4.......7.8...3.9....5....1..3..6...2..9......18.7...6......5.....4......61..8  11.1 01.2 01.2   
.2.4..7....7..9.3..8......52.....17....6...9...5..1..3...8...5...1..73...4..6....  11.1 01.2 01.2   
.2.4..7....6..9..3........62..8....4..7.2.8...8.....3.5.9.1.....7.2..3.......5.1.  11.1 01.2 01.2   
.2.4..7..........6..8.2..4....7...6.3....51....9.1....5...93.....1.......7.8...2.  11.1 01.2 01.2   
.2.4.......7.....66...7..5........17..5.1..9......83....9.6...1.8.2..4.......3...  11.1 01.2 01.2   
.2.4..7....6.....3....31.6...4.9.8...8...2...9.78.....5......1..7.9..4......25...  11.1 01.2 01.2   
.2.4..7...5......66...7..1..4.8.....7...3.1.....5...6.3...9...1.....837...2....9.  11.1 01.2 01.2   
.2.4.6..9....8.1..........4..7.3....6..9.2...94.5...........8....1....7..6.2....5  11.1 01.2 01.2   
.2.4.6..94..7.9.......2.....3.....1...5...3..9...6...4..8...5.....8.1...6...7...2  11.1 01.2 01.2   
.2.4.......6..91..7...3......9..5..83..2...9..4.....1.......8.6...57......1..8.5.  11.1 01.2 01.2   
.2.4.......6.8....7....3..5....9..388....15......6..173....8.5..4.9.......2.....1  11.1 01.2 01.2   
.2.4.......6.8.1..7....3.5..4.6..5....8.2....9....4..15....73.........97....4....  11.1 01.2 01.2   
.2.4.......6......7...3.5......7.9..5....8.7...1.....23....5.9.....938.....6....4  11.1 01.2 01.2   
.2.......4......63..8...5.....34.........21..7...9..3.3..6...9....93..7...5..8...  11.1 01.2 01.2   
.2.45...9.....9......23.5...3...49..8.......3..1....7........61..786.....9...23..  11.1 01.2 01.2   
.2.4......57..9...8...3.5......1...86.....3....45...2...27...9.....6...3......1..  11.1 01.2 01.2   
.2.45....4.7..9......3....4..6....7.38......2..1....9....52.....3..4...5.....16..  11.1 01.2 01.2   
.2.4.....4....9.....8.3.5......1.6...4...7.2...1.....3.8....1..7..8...9...5.6...8  11.1 01.2 01.2   
.2.4.....4....92....6.2.........5..83...9.5...7...3.1.5..9..3...8......6..1....7.  11.1 01.2 01.2   
.2.4.....4...8...6..9..7.1.27.....5...5...9.1.....5.....2..1.7.....3.8...3.6.....  11.1 01.2 01.2   
.2.4.....45...9.3...8.7........6...1......8.....2.5.9...1...6...3......79..5...4.  11.1 01.2 01.2   
.2.......4..1....6..9..31....53..9...6.....7......8..2...8.1..7.4.9.5.....1.3.5..  11.1 01.2 01.2   
.23.....9..71...3.6.....5......68.........4...3.2....7.7.......5....48....29....1  11.1 01.2 01.2   
.23.....94....91.........4.2...98..1..83.....9...2...3....1...4.7....3.....5.36..  11.1 01.2 01.2   
.23.....94....91.........4.2...9...3..83.....9...28..1....1...4.7....3.....5.36..  11.1 01.2 01.2   
.23.....94....913........4.2...9......83.....9...28..1....1...4.7....3.....5.36..  11.1 01.2 01.2   
.23.....94....91......3..4.2...98..1..83.....9...2...33...1...4.7..........5..6..  11.1 01.2 01.2   
.23.....94....913........4.2...98..1..83.....9...2........1...4.7....3.....5.36..  11.1 01.2 01.2   
.23.....94....91......3..4.2...9...3..8......93..28..13...1...4.7..........5..6..  11.1 01.2 01.2   
.23.....94....91......3..4.2...9...3..83.....9...28..13...1...4.7..........5..6..  11.1 01.2 01.2   
.23.....94....91......3..4.23..98..1..8......9...2...33...1...4.7..........5..6..  11.1 01.2 01.2   
.23.....94...8......92...............971....36....5.7.....4.6...1.9....7.....85..  11.1 01.2 01.2   
.23.....94.....1....9.2..4....6.8.7..6.......9...3...13...1...4...5.78....5......  11.1 01.2 01.2   
.23....8...71....36.....5.......49......6.....3.7...2..1...5...5...9.4....28...5.  11.1 01.2 01.2   
.23....8.4.7.8.......3...4....6....7.....5..68.6.7..3...29......1.......7.4.6.3..  11.1 01.2 01.2   
.23...7..4...8..6....2.7........3..5..5......8...1..4..6.8...9..8..9...19.....4..  11.1 01.2 01.2   
.23...7..4.......668...3......9....5....4..6..7...23.....5...9...8..71...1.......  11.1 01.2 01.2   
.23..6.8.4.7.8...3.......4.2.......7.....5..68.6.7..3....9......1.......7.4.6.3..  11.1 01.2 01.2   
.23..67...5.....3.7.......6...8.....3....2.7...8.9...15....7.6....1..9.4.4.......  11.1 01.2 01.2   
.23..67...5.....3.7.......62....3.6....8..9....8.9...13....7.5..4.31............4  11.1 01.2 01.2   
.23..67...5.....3.7.......62....3.6....8..9....8.9...13....7.5..4..1..........3.4  11.1 01.2 01.2   
.23..67...5.....3.7.......62....3.5....9....1.9..4......8.1....5....2.6....8....4  11.1 01.2 01.2   
.23..67...5.....3.7.......62....3.5..9..1.4.....9.......8......5....2.7....84...1  11.1 01.2 01.2   
.23..6...4...8.....9.1.2....619..3......1.9..5.......8....7...4...2.16.........5.  11.1 01.2 01.2   
.23.5.7...56.....37......5..1.......3...6...5..9..4.1....9..8..6...7...2.....8.4.  11.1 01.2 01.2   
.23.5.7...56.....27...........9..4..3...2...7.....8.1.5...7...6..71..8...9...4...  11.1 01.2 01.2   
.23.5......67....27.....5....8..4.9.5...2...3...9..8..3...6...7.1.3...4......1...  11.1 01.2 01.2   
.23.5......67....27......5..18....4.3...6...5.....8...5...2...3...9.4.........91.  11.1 01.2 01.2   
.23......4....9....8.23.........5..7.3..6.8....6.2.1.........785.......4..8.1.6..  11.1 01.2 01.2   
.23......4....9....8.23.........5..7.3..6.8....6.2.1.........7.5......14..8.1.6..  11.1 01.2 01.2   
.234....9..7....3.68........3.9...7......5.......6.1......185....42...9.8........  11.1 01.2 01.2   
.234....94.....1....9.3..4.2...9...4...6...5.9.5.1...33...2...1.7............8...  11.1 01.2 01.2   
.234....94.....1....9.3....2...9...1..1...8..9..81...43...4...2.7...5..........6.  11.1 01.2 01.2   
.234....94.....1....9.3....2....5..13...2...4.74............8....56.....9...1...3  11.1 01.2 01.2   
.234....94.....1....9.3....2...45..13...2...4.7.............8....56.....9...1...3  11.1 01.2 01.2   
.234....9......2..6...7.........5.1..9....4.2..82....35...6.........1.....48..3..  11.1 01.2 01.2   
.234....9......2..6......5..3....9.8..98.........1..7......7.1.5...6......23..8..  11.1 01.2 01.2   
.234.......7.8....6....7..4.3.9...4.7.......1.45....2.....6.........1..8..92...5.  11.1 01.2 01.2   
.23.........1....36....74.....9....47....48...1..2..9......5.4.5...6...8.76...5..  11.1 01.2 01.2   
1.......9..7.8...6.9.3...5...1...5......4..2..6.2....3..8..4....3.5..9......7..6.  11.1 01.2 01.2   
1.......9..7.8.2...6.....5.2............743....48.3......5....1..2.4.8..9....8.6.  11.1 01.2 01.2   
1.......9..7.8.2...6.....4..48....6....5..8..9.......1.1.82.......37......2..53..  11.1 01.2 01.2   
1.......9..71......6...35......684...8.....6.9.......2...2....7.4..3........453..  11.1 01.2 01.2   
1.......9..6..9.2.8..2..6.........5...89....1.3..7.4....98....65....3........4.7.  11.1 01.2 01.2   
1.......9..6.8.1..78......42...6.8.....9...4..6...3..5.1..7.6....23..........5...  11.1 01.2 01.2   
1.......9..67...2.....3.........8.5.56.2.......8..72....28...6......4.....56..47.  11.1 01.2 01.2   
1.......9..6....2..9.1..56..7..4....3....8.....92....5.....3.4...25....6....7.8..  11.1 01.2 01.2   
1.......9..6....2..8..3.5..2..6......7..48........74.....9...1...1.7...5.4...53..  11.1 01.2 01.2   
1.......9.5...9.3....37...5...6.53......2...1..4.1.....6.5....38......1...12...6.  11.1 01.2 01.2   
1.......9.5...9.3....37...5.1.6.53......2......4.1.....6.5....38......1...12...6.  11.1 01.2 01.2   
1.......9.5...9.3....37...5.1.6.53......2......4.1.....6.5.1..38......1....2...6.  11.1 01.2 01.2   
1.......9.5...9.3.....2.4...7...53....62...5....8....7..16..5..8......7..4...7..3  11.1 01.2 01.2   
1.......9.5...9.3....1..56.2.........9.5....6..4.2.8....7......8...4..7..3.6....1  11.1 01.2 01.2   
1.......9.5...9.3....1..56.2....4....6.9....5..8.7..........27...4..8....3.5....6  11.1 01.2 01.2   
1.......9.571......8.....1...6..43......6...28..7...6......2..4....3.6..9..5...7.  11.1 01.2 01.2   
1.......9.5.....3...91..56.2......7..3.5....1..4..8........72...6.9....38...4....  11.1 01.2 01.2   
1.......9.5....23...9.......8...53....6.7.......8.24......6...1...5.8....4.3...5.  11.1 01.2 01.2   
1.......9.5.1.9.3....37...5.1.6.53......2......4.......6.5.1..38......1....2...6.  11.1 01.2 01.2   
1.......9.5.1...3...6.2...4.....4...73...8.....53...7...1.9.8..5..6...1.........2  11.1 01.2 01.2   
1.......94...8..23..82..5....53....8.....7....1..6..5..7..4.8....29...3.6........  11.1 01.2 01.2   
1......894....9.3....2..5....7...6...3...4..19.......3....7......25.....81...3...  11.1 01.2 01.2   
1......89.......3...92..5...7...4..3....6.2....83...5..4..1....6....7.....29....5  11.1 01.2 01.2   
1......8.....892.....3....5...5..9...7..6..4....2....3..1.4..7.68......474...5...  11.1 01.2 01.2   
1......8...7.8...6......5.....3...9...6.42..8.38.7...4..27.4...........286..2....  11.1 01.2 01.2   
1......8...7.8...6......5.....3.8.9...6.42..8.3..7...4..27.4...........286..2....  11.1 01.2 01.2   
1......8...7.8...6......5.....3.8.9...6.42....3..7...4..27.48..........286..2....  11.1 01.2 01.2   
1......8...6.8..3..8.2.1..62...1...8...9...........4..3...6..71..5..7...8...2...3  11.1 01.2 01.2   
1......8...6.8..3..8.1.2..6..5...4..8...6...3.....7...3...2...8.9.......6...1...2  11.1 01.2 01.2   
1......8...6.8..3....2.1..62...1...8...9...1.......4..3...6..71..5..7...8...2...3  11.1 01.2 01.2   
1......8...6.8..3....1.2..62.7.6...1.....7...6...1...33...2...8.4.....9....5.....  11.1 01.2 01.2   
1......8...6.8.13..8.2....62...1...8...9...........4..3...6..71..5..7...8...2...3  11.1 01.2 01.2   
1......8...6.8.13......2..62.7.6...1.....7...6...1...33...2...8.4.....9....5.....  11.1 01.2 01.2   
1......8...6.8.13....2....62...1...8...9...1.......4..3...6..71..5..7...8...2...3  11.1 01.2 01.2   
1......8...678...3.......6..4...7.....762.8.....5....7..236..7......5..29.....3..  11.1 01.2 01.2   
1......8...67....3.9....4...1..........5.3.....5.2...7...2....6.4..6.9..8...7..1.  11.1 01.2 01.2   
1......8...67....3.9..3......7..3..58...7..4.9..6..........24....2.6...7.1.5..2..  11.1 01.2 01.2   
1......8..5...9...6.82..........4..3...82..7....7.35....2....1.7.16......3....4..  11.1 01.2 01.2   
1......8..5...9...6.82..........43.....76..2.........4..26...1.7.18......3....4..  11.1 01.2 01.2   
1......8..5..8...6..9..35....59..4...3...5...8...2.....4.7..9..........1....6..2.  11.1 01.2 01.2   
1......8..5.7.......9..36......9...3...1...5.....324....2..49..8......7...4.6....  11.1 01.2 01.2   
1......8..5.7.......9..36.....8...1...4.2.9......34....7.....5...2.6.4.......2..3  11.1 01.2 01.2   
1......8..57.....6.9.7..5....59....3....2.9.......1.4......8.....9.4..2..6.3....7  11.1 01.2 01.2   
1......8..5.7....3..9...4...3..7...65..6.........23.....5..4.1.8.....9...6.5....2  11.1 01.2 01.2   
1......8..56..9....9...35.....5.46......2...7.......1...9.......4.6..3..8...7...2  11.1 01.2 01.2   
1.....7.9....8..3.6..7..5....4..3........4...51.9.......2....4.......6.79..6....1  11.1 01.2 01.2   
1.....7.9..7..92.........5.2....78...6.5.........4..3.....3.1..8....1..2.4.6.....  11.1 01.2 01.2   
1.....7.9..7.8...6...3...5...........3...4.2.9...6.8...4...5......2...6.8.6.1....  11.1 01.2 01.2   
1.....7.......9.3...82....5....4.3..7......6...5..2..4.1.9.8.....9.2...8.6.5.....  11.1 01.2 01.2   
1.....78...7.8...6.......4.....7.6...3...1...9..5...1..1.9....25....3.....2.4..6.  11.1 01.2 01.2   
1..........7.8...6.9...3.5.2...7...1.....14.....3...9...16....86.2.1.....4...5...  11.1 01.2 01.2   
1.....78...6.8......9..1..6..45.....8...1.4.79...7...8...1...2......3...6...9...1  11.1 01.2 01.2   
1..........7.8...6.6.3...5.2.....34........9..4.6....5..2..7....3.5..9..8...1....  11.1 01.2 01.2   
1..........7.8...6...3..51....9.5...39.........6.4...8...8.4..2..2....6..4..2..7.  11.1 01.2 01.2   
1.....78..5......6..9....152...14...7...2..4...69..........1.......48.7....5....3  11.1 01.2 01.2   
1.....7....7..9...68..7..1...1.9.6..5.8.6.1..........2..6.1.9...4............3.5.  11.1 01.2 01.2   
1.....7....7..9...68..7...1..1.9.6.....3...2..4...7..3..8.6.1..5......4......2..5  11.1 01.2 01.2   
1.....7....7..9...68..7...1..1.9.6.......2....4.....25..8.6.1..5......43...3.....  11.1 01.2 01.2   
1.....7....7..9.3.6...7....2..5....8..1.2.9.......4.2......2..4..6.9.1.....8...5.  11.1 01.2 01.2   
1.....7....71.9...68..7........9.6..5.8.6.1.......1..2..6.1.9...4........1...3.5.  11.1 01.2 01.2   
1.....7....71.9..6.8..7......8.9.6..5.......2...2.3.5...6.1.9...4.......9....4..3  11.1 01.2 01.2   
1.....7....71.9...68..7....2......54..8.1.9.....6.5.....1.6.8..........3.4.3...2.  11.1 01.2 01.2   
1.....7....71.9...68..7......1.9.6..5.8.6.1..........2..6.1.9...4............3.5.  11.1 01.2 01.2   
1.....7....71.9...68..7......1.9.6.......2.1..4.....25..8.6.1..5......43...3.....  11.1 01.2 01.2   
1.....7....71.9...68..7......1.6.9..84...2...........23....4.5...8.1.6.....5....3  11.1 01.2 01.2   
1.....7....71.9...68..7......1.6.8..5....2..4.......2...6.9.1...4......3...3...5.  11.1 01.2 01.2   
1.....7....71.92...8.....4.2....1...7..5.2....6..3...........6.5..9..1......6...4  11.1 01.2 01.2   
1.....7....6.8.1...98....6..3.......6..37..9.9...6..1...2.....5.....4...8...1..7.  11.1 01.2 01.2   
1.....7....6.8.1...89....6....5.43...4......76...7..9...2..3......2....59...1..7.  11.1 01.2 01.2   
1.....7....6.8.1...89....6.........5.3.2.....9...6..1......4...6..57..9.8...1..7.  11.1 01.2 01.2   
1.....7....6.8.12..8......6..59.3..........9.8...6...7...6..4..6...1...2.3.5.4...  11.1 01.2 01.2   
1.....7....67...23....2..6....9....85....2.....7.1.2..3....4.....1.7.3....2.3.6..  11.1 01.2 01.2   
1.....7....6....237...2..6.........8.4.9.......1.3.6.........5...7.682....2.1.3..  11.1 01.2 01.2   
1.....7...5...9....891....5......6..5....1..8.3..4.......2.....8...95..79....75.1  11.1 01.2 01.2   
1.....7...5...9....89.1...5..46............2.8....1..75....7..8....3....9....83.1  11.1 01.2 01.2   
1.....7...5...9....89.1...5..46............2.8....1..753...7..8....3....9....8..1  11.1 01.2 01.2   
1.....7...5...92...98.....5..5......3...6..7..8...2..4..2..4..8....1..2....3..6..  11.1 01.2 01.2   
1.....7...5...9..2..91...4.2.....3....1.6..9..7......53..6.......8..4.6....81....  11.1 01.2 01.2   
1.....7...57..9...68.2...1......54......1..32...32...8..5.......4.......8...3...6  11.1 01.2 01.2   
1.....7...567..1....9....6......3..8....2.3..9..1...7..42..8.......4....6..5...1.  11.1 01.2 01.2   
1.....7...5.1......89..7..1..5..36...6..4..3.9..7....5....2....5..9....8..2..5.4.  11.1 01.2 01.2   
1.....7...5.1......89..7..1.....36...6.54..3.9..7....5....2....5..9....8..2..5.4.  11.1 01.2 01.2   
1.....7...5.1....6.96.7..1...8.......3..4.8..7..9...6......24..5..7...9.....3...2  11.1 01.2 01.2   
1.....7...5.1....6.96....1...8..7....3..4.8..7..9...6......24..5..7...9.....3...2  11.1 01.2 01.2   
1.....7...5.1....6.96....1..8..6......5..48..7..5...6.5..7...9......2..3..2.3.4..  11.1 01.2 01.2   
1.....7...5.1....6.96....1..85...........48..7..9...6.5..7...9......24.3..2.3....  11.1 01.2 01.2   
1.....7...5.1....6.96....1...8..........48..29..6...7......74.3.3...2...7..5...6.  11.1 01.2 01.2   
1.....7...5.1....6.96....1..4..3.........74..7..6...5.5..9...7..7..2...8..2..83..  11.1 01.2 01.2   
1.....7...5.1....6.96....1.......3..6..5...9..3..4...2....284....8......9..7...6.  11.1 01.2 01.2   
1.....7...5.1....6.69....1......84...4..7....7..5...9.5..6...7...2..38......2...3  11.1 01.2 01.2   
1.....7...5.1....6.69....1.......4..7..6...9..4...8..3....2.8..5..9...7..72..3...  11.1 01.2 01.2   
1.....7........2...6.3....4.3...4..5....2..7...58......485....6..6..8...7...9....  11.1 01.2 01.2   
1..........71...6..9..3.4......43..8.....83.....5...2...2....1.5..7......8..6.9..  11.1 01.2 01.2   
1....6..9....8...2.8.1...6..3...7.....5...4..8...6..2......4..5.7.3..2..9...2..1.  11.1 01.2 01.2   
1....6..9....8.2.....3...5...56.....74..1...69....7......2..8...9...4..7..6....3.  11.1 01.2 01.2   
1....6..9..7.8......8...4........57..4.5.....9....1..23...1..2...2..39.....6....3  11.1 01.2 01.2   
1....6..9...78..........5..2.7......69...3.4..1......6..25......4...1..3....2.8..  11.1 01.2 01.2   
1....6..9..7.8.2.....3......8....94........7.9..5....33..9.5.....2.4......96....1  11.1 01.2 01.2   
1....6..9..7.8.2.....3......8.....4.....9..7.9..5....33..9.5.....2.4......96....1  11.1 01.2 01.2   
1....6..9..7.8.2.....3......8.....4.....9..7.9..5....33....5.....2.4..9...96....1  11.1 01.2 01.2   
1....6..9...7.........3.5....85...7..4...1..8..1.2.3....4..8..6.6.....2.9........  11.1 01.2 01.2   
1....6..9..6...23..9.2............7.5....8.....93....2....4......16....3.421....6  11.1 01.2 01.2   
1....6..9.5.........9.3..4..1...73....7.2...4...8...7.5......3.6....8..2..2.9.4..  11.1 01.2 01.2   
1....6..9.5...92....93...4...89....47......3.....6.82...28..4..5.........7...1..2  11.1 01.2 01.2   
1....6..9.5..8..3........4..4.5.....7.......29.1..7.....2..1..7....3.8..6......2.  11.1 01.2 01.2   
1....6..9.5..8.2....6.......3......5.....43....5.3..28.8..4.5.....7.....7.9....1.  11.1 01.2 01.2   
1....6..9.57....6....2..........39.6...5...2.8.....1....47..6...7.....4.9....83..  11.1 01.2 01.2   
1....6..9.5..........7...5.2.....9....1..2.6..3..1...2...84.....74...8..9....1..3  11.1 01.2 01.2   
1....6..9.5.7.........31.....7...5..6......92.4....8..3...1.......8..43.....93..6  11.1 01.2 01.2   
1....6..9.5...........3.4...9.3....8.6...81..8...1..7...25.......8.4..2.9....1..7  11.1 01.2 01.2   
1....6..9.5....12..8....46.2....1.4..6.3..9....5.7.....7.8.........3....6....42..  11.1 01.2 01.2   
1....6..94...8..3....2..5.....5.....31..74....8..1..7.........2..9...6..84.....1.  11.1 01.2 01.2   
1....6..9......2.....3...4...5...3...8...1..7...5...2..7...8...61..9......42..6..  11.1 01.2 01.2   
1....6.89..6...1...9......4.1...46..3..5.......7.3.....4...89....2..........7..52  11.1 01.2 01.2   
1....6.8.....8..3..8.2.1..62...6...13..12...8.....7.....59.....8...1...3......4..  11.1 01.2 01.2   
1....6.8.....8..3..8.2.1..62...1...3..59...........4..3...2...8.....7...8...6...1  11.1 01.2 01.2   
1....6.8.....8..3....2.1..62...6...8.7.........4..7.5...59...6..9....4..8...1...3  11.1 01.2 01.2   
1....6.8.....8..3....2.1..62...68..3.9.......6...2...13...1...8..5...4...1...7...  11.1 01.2 01.2   
1....6.8.....8..3....2.1..62...6...1.9.......6...28..33...1...8..5...4...1...7...  11.1 01.2 01.2   
1....6.8.....8..3....1.2..62...6...8..79......4........9...7.5...5...4..8...1...3  11.1 01.2 01.2   
1....6.8.....8..3....1.2..62...68..3.9.......6...1...23...2...8..5...4....2..7...  11.1 01.2 01.2   
1....6.8.....8..3....1.2..62...6...3.9.......6...1.8.23...2...8..5...4....2..7...  11.1 01.2 01.2   
1....6.8.....8..3....1.2..62...6...3..79......9.....7.6...2...8..56..4...4...5...  11.1 01.2 01.2   
1....6.8.....8.2...9......5.3..9..6.6....2..8..4.7........4....5....18....73...1.  11.1 01.2 01.2   
1....6.8.....8.13..8.2....62...6...13..12...8.....7.....59.....8...1...3......4..  11.1 01.2 01.2   
1....6.8.....8.13..8.2....62...1...3..59...........4..3...2...8.....7...8...6...1  11.1 01.2 01.2   
1....6.8.....8.13....2....62...68..3.9.......6...2...13...1...8..5...4...1...7...  11.1 01.2 01.2   
1....6.8.....8.13....2....62...6...1.9.......6...28..33...1...8..5...4...1...7...  11.1 01.2 01.2   
1....6.8...7...2...9......4.....5...5...3..6..4.8.........6.9..8..3...1...2.1...7  11.1 01.2 01.2   
1....6.8...7...2..68......5..4.9.......67.....6...1..353......8...2..9.......5..1  11.1 01.2 01.2   
1....6.8...7...2.6....3...4..4.6...35..9..........8.1...2.7.6..........196...5...  11.1 01.2 01.2   
1....6.8...7...2......3...4..4.6...35..9...6......8.1...2.7.6..........196...5...  11.1 01.2 01.2   
1....6.8...7...2......3...4..4.6...35..9...6......8.1...2.7.......6....196...5...  11.1 01.2 01.2   
1....6.8...7...2......3...4.1...5.7.5.6...4....89......7..2....8...9.3....1..8.5.  11.1 01.2 01.2   
1....6.8...71........23...1...3......9....4....5.7...2.....86...4.....9...25....3  11.1 01.2 01.2   
1....6.8...67..2.1......6..2....58......4...2..93...5.3....2..8.7.9.......4...3..  11.1 01.2 01.2   
1....6.8...67..1..79.....4...5.....46..9..5......1...23.7..8.......2.....6.5..3..  11.1 01.2 01.2   
1....6.8..5.........9.3.5..2.........78..2..1.61.7..2....94....6....7.1.......3.4  11.1 01.2 01.2   
1....6.8..5....1....8....64..4..86..........29..27......1..58...7..9..3....3.....  11.1 01.2 01.2   
1....6.8..5.1....3..9.....42..6...1...1.....5.4...7......7.83..7...6..2..9.2.....  11.1 01.2 01.2   
1....6.8.4.....2....9.3...1..57.....3...1...4.94.........8...7..3..9...5.....26..  11.1 01.2 01.2   
1....6.8.4.....2....9.3...1.157.....3...1...4.9..........8...7..3..9...5.....26..  11.1 01.2 01.2   
1....6.......8..3..8.73....2.......5.6...7.1...4...9...3...8.6...65....29.....4..  11.1 01.2 01.2   
1....6.......8..3..8.2.1..62...6...13..12...8.....7.....59..8..8...1...3......4..  11.1 01.2 01.2   
1..........6.8..3..8.1.2..6..5...4..8...6...3.....78..3...2...8.9.......6...1...2  11.1 01.2 01.2   
1....6.......8.2....93...5.2....1....3.9...4...57....3.74.....5.......7.8.....6..  11.1 01.2 01.2   
1....6.8.......2....8..7.15....3......9.....47....8.6.5...7...8..1..56...6.8...5.  11.1 01.2 01.2   
1....6.8....1....6.9..2.4....59.8....7..4.9.........5..3.....4.7.2...3..9...3...7  11.1 01.2 01.2   
1....6.......8.13..8.2....62...6...13..12...8.....7.....59..8..8...1...3......4..  11.1 01.2 01.2   
1....6.8.......12..9....6..2....58...7..4......93.......49.....83..7...5.....8.1.  11.1 01.2 01.2   
1....67......8......92....4.4.3...9......18....5.....3..........345...2.7.....6..  11.1 01.2 01.2   
1....678.....8.2.....1....62...6...8...9.4....45.........3......9....35.8...7...2  11.1 01.2 01.2   
1....678.....8..2....1....62...6...8..9..4....3.5......4.....9.6...7...1..5..3...  11.1 01.2 01.2   
1....678...7.......9.3....4..6....1.....4...25....1.7....9......3..2......1..85..  11.1 01.2 01.2   
1....678.........6..67..51...8..7..5...8...2.9...2....3...9.4...4.3.......1..5..8  11.1 01.2 01.2   
1....6.....7.8...6.6.73.....7...3..8..45.....5...7..2..3...7..1....9....9.2...4..  11.1 01.2 01.2   
1....6.....7.8...6.6.73.....7...3..8..45.....5......2..3...7.91....9....9.2...4..  11.1 01.2 01.2   
1....6.....7.8...6.6.73.1...8...1..75.4....2.....4.......9.......2...59..7...3..8  11.1 01.2 01.2   
1....67......8...6.6.37......45..9..5......2..3...1.....2...4...7...8..39......5.  11.1 01.2 01.2   
1....6.....7.8...6.6.37....2...4..5.......4...1...8..7...9.......5...92..3...7..8  11.1 01.2 01.2   
1....6.....7.8...6.6.37.1...8...7..3..45...2.....2.....7...1..85.....9....9....4.  11.1 01.2 01.2   
1....67......8...6.6.3.....2.....57..8...7..19..5...4..1...3.....47..9..7......2.  11.1 01.2 01.2   
1....67......8...6.6..3..1..1...3..7.......2...456.....3...8..1.72..1..8......9..  11.1 01.2 01.2   
1....67......8..3..9..7......4.1...3..9....2.8..6..1....2..1...5...6.8.......5.4.  11.1 01.2 01.2   
1....67......8..3...9.7...1..4.....3.9.....2.7..6..5.......5.4.8...6.1....28.1...  11.1 01.2 01.2   
1....67......8..3...9.7...1..4.....3.9.....2.7..6..5....2..1...8...6.1.....8.5.4.  11.1 01.2 01.2   
1....67......8..3...93....5..8.9..5....2....8.1....6...4.........58..42.7....4...  11.1 01.2 01.2   
1....6.....7.8...3...32..4............823...77....59........5..56.........4....72  11.1 01.2 01.2   
1....6.....7.8.2.........5.2...4.....7.9..4....48.7.9...8.7.9....239.8..........3  11.1 01.2 01.2   
